,book_id,title,format,authors,size,publicationYear,genres
1211428,20517.0,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance",Hardcover,"798,1928",270,2009,"non-fiction,history,historical fiction,biography"
1212852,20429.0,Winter of the World (The Century Trilogy #2),Hardcover,3447,960,2012,"fiction,history,historical fiction,biography,romance,mystery,thriller,crime"
1214781,1354.0,"The Snowman (Harry Hole, #7)",Hardcover,"904719,2737734",383,2011,"mystery,thriller,crime,fiction"
1214866,20571.0,Hate List,Hardcover,432859,405,2009,"young-adult,fiction,romance,mystery,thriller,crime"
1215028,1521.0,"Harry Potter and the Cursed Child, Parts 1 & 2 (Harry Potter, #8)",Hardcover,"1077326,5042201,3439408",309,2016,"fantasy,paranormal,fiction,young-adult,children,mystery,thriller,crime"
1215153,19492.0,"The Queen of the Tearling (The Queen of the Tearling, #1)",Hardcover,6953956,448,2014,"fantasy,paranormal,young-adult,fiction,romance,history,historical fiction,biography"
1215420,18584.0,Love Letters to the Dead,Hardcover,7154109,336,2014,"young-adult,romance,fiction"
1215805,42142.0,Twilight Director's Notebook : The Story of How We Made the Movie Based on the Novel by Stephenie Meyer,Hardcover,32168,163,2009,"non-fiction,young-adult,fantasy,paranormal,romance,fiction"
1216093,13257.0,The Book of Lost Things,Hardcover,38951,339,2006,"fantasy,paranormal,fiction,young-adult,mystery,thriller,crime,history,historical fiction,biography,children"
1217747,6415.0,"Gabriel's Rapture (Gabriel's Inferno, #2)",ebook,4562483,386,2012,"romance,fiction"
1220923,13108.0,"Gardens of the Moon (The Malazan Book of the Fallen, #1)",Mass Market Paperback,31232,666,2005,"fantasy,paranormal,fiction"
1221531,1077.0,Interpreter of Maladies,Paperback,3670,198,2000,fiction
1222414,27902.0,Memories of Midnight,Paperback,9068,404,1991,"fiction,mystery,thriller,crime,romance,young-adult"
1223457,19095.0,Revolutionary Road,Paperback,27069,355,2001,"fiction,history,historical fiction,biography,romance"
1224825,6186.0,"Darkfever (Fever, #1)",Hardcover,48206,309,2006,"fantasy,paranormal,romance,fiction,mystery,thriller,crime,young-adult"
1225134,8447.0,High Fidelity,Kindle Edition,2929,340,2005,"fiction,romance"
1225232,1457.0,The One and Only Ivan,Hardcover,"1036736,2079343",307,2012,"fiction,children,young-adult,fantasy,paranormal"
1226177,13572.0,"Written in My Own Heart's Blood (Outlander, #8)",Hardcover,3617,825,2014,"fiction,history,historical fiction,biography,romance,fantasy,paranormal"
1227333,7940.0,Team of Rivals: The Political Genius of Abraham Lincoln,Paperback,"1476,315737",916,2006,"history,historical fiction,biography,non-fiction,comics,graphic,fiction"
1228915,1434.0,"The Secret (The Secret, #1)",Hardcover,29655,199,2016,"non-fiction,fiction"
1229461,1423.0,A Tree Grows in Brooklyn,Paperback,2327917,496,2006,"fiction,history,historical fiction,biography,young-adult,children"
1229664,23912.0,لا تحزن,Paperback,1201952,584,2003,non-fiction
1230916,15355.0,How the Grinch Stole Christmas!,Hardcover,61105,64,2004,"children,fiction,fantasy,paranormal,poetry,young-adult"
1232785,145670.0,If God Was a Banker,Paperback,1164847,264,2007,"fiction,mystery,thriller,crime,non-fiction"
1233541,7464.0,"Crown of Midnight (Throne of Glass, #2)",Hardcover,3433047,418,2013,"fantasy,paranormal,romance,young-adult,fiction,mystery,thriller,crime"
1235824,25516.0,Ham on Rye,Paperback,13275,288,2014,"fiction,poetry,history,historical fiction,biography,non-fiction,young-adult,comics,graphic"
1235986,20979.0,Sex and the City,Paperback,4415,304,2006,"fiction,romance,non-fiction"
1237227,3876.0,"The Next Always (Inn BoonsBoro, #1)",Audio CD,"625,7711592",352,2011,"romance,fiction,fantasy,paranormal"
1239742,13008.0,Alice's Adventures in Wonderland & Through the Looking-Glass,Mass Market Paperback,"8164,180439,7105",239,2000,"fantasy,paranormal,fiction,children,young-adult,poetry"
1241351,35697.0,"At First Sight (Jeremy Marsh & Lexie Darnell, #2)",Paperback,2345,204,2006,"romance,fiction,mystery,thriller,crime,young-adult"
1241352,22415.0,The Guardian,Paperback,2345,400,2005,"romance,fiction,mystery,thriller,crime,young-adult"
1241353,14847.0,Nights in Rodanthe,Paperback,2345,222,2004,"romance,fiction,young-adult"
1241724,26362.0,"Code Name Verity (Code Name Verity, #1)",Paperback,52320,452,2012,"fiction,history,historical fiction,biography,young-adult,mystery,thriller,crime"
1241747,24050.0,Shirley,Paperback,"1036615,42642,3005491,318324",624,2006,"fiction,romance,history,historical fiction,biography"
1241892,20413.0,The Emperor of All Maladies: A Biography of Cancer,Hardcover,3032451,571,2010,"non-fiction,history,historical fiction,biography,fiction"
1243983,1514.0,Truly Madly Guilty,Hardcover,322069,415,2016,"fiction,mystery,thriller,crime,romance"
1244204,13006.0,Skinny Bitch,Paperback,"114558,114559",224,2005,non-fiction
1244500,23607.0,"Love, Rosie",Paperback,7116,512,2006,"romance,fiction,young-adult"
1244880,6205.0,"The Infinite Sea (The 5th Wave, #2)",Kindle Edition,3377941,320,2014,"young-adult,fiction,romance,fantasy,paranormal,mystery,thriller,crime"
1245960,113933.0,"The Power (The Secret, #2)",Hardcover,29655,272,2010,non-fiction
1246430,13098.0,East of Eden,Paperback,585,601,2002,"fiction,history,historical fiction,biography"
1246431,1188.0,"American Gods (American Gods, #1)",Paperback,1221698,635,2005,"fantasy,paranormal,fiction,mystery,thriller,crime"
1247043,67893.0,"Sherlock Holmes: The Complete Novels and Stories, Volume I",Mass Market Paperback,2448,1059,1986,"mystery,thriller,crime,fiction,history,historical fiction,biography"
1247048,29278.0,"The Complete Sherlock Holmes, Vol 2",Hardcover,"2448,3127605",709,2004,"mystery,thriller,crime,fiction,history,historical fiction,biography"
1251214,40240.0,Humans of New York: Stories,Hardcover,6906496,428,2015,"non-fiction,history,historical fiction,biography,young-adult"
1251844,65974.0,Totto-chan: The Little Girl at the Window,Paperback,"188760,39832,137262",232,1996,"children,non-fiction,fiction,history,historical fiction,biography,young-adult,comics,graphic"
1254012,1058.0,The Letters of Vincent van Gogh,Paperback,"34583,95279,1589196,2904624",509,1997,"non-fiction,history,historical fiction,biography,fiction"
1254102,7197.0,The Circle,Hardcover,3371,493,2013,"fiction,mystery,thriller,crime,fantasy,paranormal"
1254307,62783.0,Gone Girl,Kindle Edition,2383,578,2012,"mystery,thriller,crime,fiction,romance"
1254528,14655.0,One More Thing: Stories and Other Stories,Hardcover,7115158,288,2014,"fiction,non-fiction,history,historical fiction,biography"
1256674,14869.0,House Rules,Hardcover,7128,532,2010,"mystery,thriller,crime,fiction,young-adult"
1258438,42141.0,"New Moon: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #2)",Paperback,61939,144,2009,"non-fiction,young-adult,fantasy,paranormal,romance,fiction"
1258996,60155.0,M.C. Escher: The Graphic Work,Paperback,"306401,69185",92,2001,"non-fiction,history,historical fiction,biography,comics,graphic"
1259318,17563.0,The Pilgrimage,Paperback,"566,488758",226,1997,"fiction,non-fiction,history,historical fiction,biography,fantasy,paranormal,romance"
1261000,12744.0,Dark Matter,Hardcover,442240,342,2016,"fiction,mystery,thriller,crime,fantasy,paranormal,romance"
1261169,23164.0,تراب الماس,Paperback,1633682,389,2010,"fiction,mystery,thriller,crime"
1261504,63.0,"Left Behind (Left Behind, #1)",Mass Market Paperback,"7625163,15412",342,2000,"fiction,fantasy,paranormal,mystery,thriller,crime,young-adult"
1264666,14707.0,Midnight's Children,Paperback,3299,647,1995,"fiction,history,historical fiction,biography,fantasy,paranormal"
1265522,614.0,The Wind-Up Bird Chronicle,Paperback,"3354,7306",607,1997,"fiction,fantasy,paranormal,mystery,thriller,crime,history,historical fiction,biography"
1270959,24384.0,"Equal Rites (Discworld, #3; Witches #1)",Paperback,1654,228,2005,"fantasy,paranormal,fiction,comics,graphic,young-adult"
1273459,105703.0,What Got You Here Won't Get You There: How Successful People Become Even More Successful,Hardcover,"48383,48382",256,2007,non-fiction
1273679,19692.0,Crazy Rich Asians (Crazy Rich Asians #1),Hardcover,634694,416,2013,"fiction,romance"
1275003,23801.0,Uprooted,Hardcover,8730,435,2015,"fantasy,paranormal,young-adult,fiction,romance,history,historical fiction,biography"
1278595,1358.0,Stiff: The Curious Lives of Human Cadavers,Paperback,7956,320,2004,"non-fiction,history,historical fiction,biography,fiction"
1279448,24870.0,أحببتك أكثر مما ينبغي,Paperback,3162181,326,2009,"romance,fiction"
1280004,29063.0,"Girl Online (Girl Online, #1)",Hardcover,"8316649,581557",352,2014,"young-adult,romance,fiction"
1280838,50203.0,Bloodline,Hardcover,9068,409,1994,"fiction,mystery,thriller,crime,romance,young-adult"
1280894,17327.0,The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5),Hardcover,"108424,4173628",159,2014,"fantasy,paranormal,fiction,young-adult"
1283143,77425.0,Le Petit Nicolas,Mass Market Paperback,"1041311,42102",167,1988,"children,fiction,young-adult,comics,graphic"
1283301,52891.0,نادي السيارات,Paperback,"4465322,73947",644,2013,"fiction,history,historical fiction,biography"
1284436,20824.0,Steppenwolf,Paperback,"1113469,1292893,2858990",256,1999,"fiction,fantasy,paranormal"
1285043,524.0,"The Girl with the Dragon Tattoo (Millennium, #1)",Hardcover,"706255,2565625",465,2008,"fiction,mystery,thriller,crime"
1285157,83435.0,Trainspotting,Paperback,5687,430,1994,"fiction,mystery,thriller,crime"
1286505,37990.0,"Welcome to Last Chance (A Place to Call Home, #1)",Paperback,6581247,288,2013,"fiction,romance,young-adult"
1286690,18926.0,"Anybody Out There? (Walsh Family, #4)",Paperback,6104,464,2007,"fiction,romance"
1287130,108763.0,As a Man Thinketh,Hardcover,8446,80,2006,"non-fiction,fiction"
1287403,12981.0,A Clockwork Orange,Paperback,5735,212,1995,"fiction,fantasy,paranormal,mystery,thriller,crime,young-adult"
1288777,17240.0,Franny and Zooey,Paperback,819789,201,2001,"fiction,young-adult"
1289501,22098.0,Bossypants,Hardcover,4385839,277,2011,"non-fiction,history,historical fiction,biography,comics,graphic,fiction"
1289578,97049.0,Lincoln,Paperback,7922,720,1996,"history,historical fiction,biography,non-fiction"
1289700,28.0,The Fifth Discipline: The Art & Practice of The Learning Organization,Paperback,21072,464,2006,non-fiction
1289739,16342.0,H is for Hawk,Hardcover,314021,300,2014,"non-fiction,history,historical fiction,biography,fiction"
1289821,13544.0,The Bridges of Madison County,Mass Market Paperback,28024,224,1995,"fiction,romance,history,historical fiction,biography,non-fiction"
1290382,634.0,"Watership Down (Watership Down, #1)",Mass Market Paperback,7717,478,1975,"fiction,fantasy,paranormal,young-adult,children"
1290966,6458.0,"Firelight (Firelight, #1)",Hardcover,89439,323,2010,"fantasy,paranormal,young-adult,romance,fiction"
1293293,1070.0,The Art of Racing in the Rain,Hardcover,194531,321,2008,"fiction,non-fiction,fantasy,paranormal,young-adult"
1293571,17594.0,Timeline,Mass Market Paperback,5194,489,2000,"fiction,mystery,thriller,crime,history,historical fiction,biography,fantasy,paranormal"
1294796,32069.0,Flow: The Psychology of Optimal Experience,Paperback,27446,303,1990,non-fiction
1295413,704.0,"The Subtle Knife (His Dark Materials, #2)",Hardcover,3618,326,1997,"young-adult,fiction,children,fantasy,paranormal"
1295821,749.0,"Clear and Present Danger (Jack Ryan Universe, #6)",Mass Market Paperback,3892,688,1994,"fiction,mystery,thriller,crime,history,historical fiction,biography"
1299416,7337.0,Northanger Abbey,Paperback,"1265,4449011",251,2005,"fiction,romance,history,historical fiction,biography,mystery,thriller,crime"
1300778,7349.0,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Paperback,16218,444,2004,"fiction,history,historical fiction,biography,fantasy,paranormal"
1302150,6541.0,"Glass Houses (The Morganville Vampires, #1)",Paperback,15292,239,2006,"fantasy,paranormal,romance,fiction,young-adult,mystery,thriller,crime"
1302277,1052.0,Twenties Girl,Hardcover,6160,435,2009,"romance,fiction,fantasy,paranormal,mystery,thriller,crime,young-adult"
1303286,96299.0,The Count of Monte Cristo,Paperback,"4785,37449",1462,2002,"fiction,history,historical fiction,biography,romance,mystery,thriller,crime,fantasy,paranormal"
1303608,7813.0,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,Hardcover,1431785,351,2009,"non-fiction,history,historical fiction,biography,mystery,thriller,crime,fiction"
1304556,62451.0,Us,Hardcover,46118,400,2014,"fiction,romance"
1305125,32624.0,Dress Your Family in Corduroy and Denim,Paperback,2849,272,2004,"non-fiction,fiction,history,historical fiction,biography,comics,graphic"
1306892,768.0,Fight Club,Paperback,2546,218,2005,"fiction,mystery,thriller,crime,fantasy,paranormal"
1309007,14481.0,"Death Note, Vol. 1: Boredom (Death Note, #1)",Paperback,"5502079,15577045",195,2005,"comics,graphic,fiction,mystery,thriller,crime,fantasy,paranormal,young-adult"
1309374,785.0,Sphere,Paperback,5194,371,1997,"fiction,mystery,thriller,crime,fantasy,paranormal"
1310480,1125.0,"Angela's Ashes (Frank McCourt, #1)",Paperback,3347,432,2005,"non-fiction,history,historical fiction,biography,fiction,comics,graphic"
1310526,41793.0,Filosofi Kopi: Kumpulan Cerita dan Prosa Satu Dekade,Paperback,164478,134,2007,"fiction,romance,young-adult,poetry"
1311188,7297.0,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Paperback,11315,351,1982,"fiction,history,historical fiction,biography,romance"
1311311,13695.0,"The Pillars of Creation (Sword of Truth, #7)",Mass Market Paperback,3441,725,2002,"fantasy,paranormal,romance,fiction,history,historical fiction,biography"
1311648,2127.0,Reconstructing Amelia,Hardcover,6452053,382,2013,"mystery,thriller,crime,fiction,young-adult"
1312000,19063.0,Death Comes to Pemberley,Hardcover,344522,291,2011,"mystery,thriller,crime,fiction,history,historical fiction,biography,romance"
1314374,1566.0,Wonder,Paperback,"4859212,88934",410,2013,"young-adult,fiction,children"
1315842,18294.0,The Time Keeper,Hardcover,2331,224,2012,"fiction,fantasy,paranormal,young-adult,history,historical fiction,biography"
1318205,7320.0,The Canterbury Tales,Paperback,"1838,267866",504,2003,"poetry,fiction,history,historical fiction,biography,fantasy,paranormal"
1320969,4468.0,"Rebel Angels (Gemma Doyle, #2)",Paperback,2526,548,2006,"fantasy,paranormal,young-adult,fiction,history,historical fiction,biography,romance,mystery,thriller,crime"
1321205,19476.0,"This Is What Happy Looks Like (This is What Happy Looks Like, #1)",Hardcover,805184,404,2013,"young-adult,romance,fiction"
1322575,14003.0,The Power of Positive Thinking,Hardcover,8435,128,2007,non-fiction
1325354,28473.0,2 ضباط,Paperback,3306075,520,2013,"fiction,mystery,thriller,crime"
1325724,8801.0,The Good Girl,Hardcover,7392948,352,2014,"mystery,thriller,crime,fiction,romance"
1326835,12948.0,"The Red Pyramid (Kane Chronicles, #1)",Hardcover,15872,516,2010,"fantasy,paranormal,young-adult,fiction,children,mystery,thriller,crime,romance,history,historical fiction,biography"
1329943,23815.0,"The Raven Boys (The Raven Cycle, #1)",Hardcover,1330292,409,2012,"fantasy,paranormal,young-adult,romance,fiction,mystery,thriller,crime"
1331956,861.0,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Paperback,1429989,391,1997,"history,historical fiction,biography,non-fiction,comics,graphic,fiction"
1333328,6868.0,"Hex Hall (Hex Hall, #1)",Hardcover,2261547,323,2010,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1335804,23606.0,The Book of Tomorrow,Hardcover,7116,320,2009,"fiction,fantasy,paranormal,romance,young-adult,mystery,thriller,crime"
1337470,15431.0,The House at Riverton,Paperback,615274,599,2007,"fiction,history,historical fiction,biography,mystery,thriller,crime,romance"
1338478,331.0,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!",Paperback,"5627,14545796,488518",544,1992,non-fiction
1340434,14056.0,The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You,Hardcover,"68,50316",256,1998,non-fiction
1341081,12933.0,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",Paperback,696805,240,2006,"fiction,fantasy,paranormal,children,young-adult,history,historical fiction,biography"
1342953,7333.0,Dune (Dune Chronicles #1),Paperback,58,604,2006,"fiction,fantasy,paranormal"
1344469,14486.0,"Black Butler, Vol. 1 (Black Butler, #1)",Paperback,"2988406,1411091",192,2010,"fantasy,paranormal,comics,graphic,young-adult,fiction,history,historical fiction,biography,mystery,thriller,crime"
1345420,19557.0,"The Lost Hero (The Heroes of Olympus, #1)",Paperback,15872,557,2010,"fantasy,paranormal,young-adult,fiction,children,mystery,thriller,crime,romance"
1346705,6728.0,"Beautiful Chaos (Caster Chronicles, #3)",Hardcover,"2895706,2895707,4150084",516,2011,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1349692,6973.0,"The Angel Experiment (Maximum Ride, #1)",Mass Market Paperback,3780,413,2006,"young-adult,fantasy,paranormal,fiction,mystery,thriller,crime,romance,children"
1349883,64000.0,"The Twilight Saga Complete Collection  (Twilight, #1-4, 3.5)",Hardcover,941441,2752,2010,"fantasy,paranormal,romance,young-adult,fiction,mystery,thriller,crime"
1350354,16879.0,Battle Royale,Paperback,"32595,8486",617,2003,"fiction,young-adult,mystery,thriller,crime,fantasy,paranormal,romance"
1351532,16043.0,My Life Next Door,Hardcover,4660036,394,2012,"young-adult,romance,fiction"
1352484,7910.0,The Chamber,Paperback,721,544,2005,"fiction,mystery,thriller,crime"
1352485,7892.0,The Brethren,Paperback,721,384,2005,"fiction,mystery,thriller,crime"
1352488,7893.0,The Street Lawyer,Paperback,721,384,2005,"fiction,mystery,thriller,crime"
1352489,7894.0,The Partner,Paperback,721,416,2005,"fiction,mystery,thriller,crime"
1352493,7899.0,The Client,Paperback,721,483,2010,"fiction,mystery,thriller,crime"
1352494,834.0,"The Firm (Penguin Readers, Level 5)",Paperback,"608211,721",75,2000,"mystery,thriller,crime,fiction"
1353890,6917.0,"Clockwork Prince (The Infernal Devices, #2)",Hardcover,150038,502,2011,"fantasy,paranormal,young-adult,romance,fiction,history,historical fiction,biography,mystery,thriller,crime"
1355190,7955.0,Simon vs. the Homo Sapiens Agenda,Hardcover,7579036,320,2015,"young-adult,romance,fiction"
1356664,35146.0,2 States: The Story of My Marriage,Paperback,61124,269,2009,"romance,fiction,young-adult,non-fiction"
1357830,236.0,"The Silkworm (Cormoran Strike, #2)",Hardcover,"383606,1077326",455,2014,"mystery,thriller,crime,fiction"
1359386,14540.0,"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between",Hardcover,1906497,209,2016,"non-fiction,history,historical fiction,biography"
1359511,7135.0,Fahrenheit 451,Paperback,1630,174,2006,"fiction,fantasy,paranormal,young-adult"
1360001,6838.0,"Incarceron (Incarceron, #1)",Paperback,190887,458,2007,"fantasy,paranormal,young-adult,fiction,mystery,thriller,crime,romance"
1360335,12487.0,"Losing It (Losing It, #1)",ebook,6535659,189,2012,"romance,fiction,young-adult"
1361376,27908.0,"If Tomorrow Comes (Tracy Whitney Series, #1)",Hardcover,9068,501,1985,"fiction,mystery,thriller,crime,romance,young-adult"
1361858,14722.0,Summer Sisters,Paperback,12942,416,2006,"fiction,young-adult,romance"
1363480,906.0,The Time Machine,Paperback,"880695,16024,4417406",118,2002,"fiction,fantasy,paranormal,history,historical fiction,biography,young-adult"
1363694,7493.0,"Allegiant (Divergent, #3)",Paperback,4039811,526,2013,"young-adult,fiction,fantasy,paranormal,romance"
1364920,6685.0,"The Prince (The Selection, #0.5)",ebook,2987125,64,2013,"young-adult,romance,fantasy,paranormal,fiction"
1364989,14846.0,Safe Haven,Hardcover,2345,340,2010,"romance,fiction,young-adult,mystery,thriller,crime"
1365057,7944.0,Dreams from My Father: A Story of Race and Inheritance,Paperback,6356,453,2004,"history,historical fiction,biography,non-fiction,comics,graphic"
1366237,507.0,Moneyball: The Art of Winning an Unfair Game,Paperback,776,317,2004,"non-fiction,history,historical fiction,biography,fiction"
1366239,31966.0,The 48 Laws of Power,Paperback,"865,12331",496,2000,"non-fiction,history,historical fiction,biography"
1366749,999.0,The Handmaid's Tale,Paperback,3472,331,1998,"fiction,fantasy,paranormal,history,historical fiction,biography"
1366907,7110.0,Gulliver's Travels,Paperback,"1831,320473",306,2003,"fiction,fantasy,paranormal,children,young-adult,history,historical fiction,biography"
1368001,1543.0,Go Set a Watchman,Hardcover,1825,278,2015,"fiction,history,historical fiction,biography"
1368103,392936.0,"The Saint, the Surfer, and the CEO: A Remarkable Story about Living Your Heart's Desires",Paperback,24678,240,2003,"fiction,non-fiction"
1370781,16298.0,Ella Enchanted,Paperback,13677,232,1998,"fantasy,paranormal,young-adult,fiction,romance,children,history,historical fiction,biography"
1371086,7991.0,Mere Christianity,Paperback,1069006,191,1996,"non-fiction,fiction"
1375214,59931.0,الاسود يليق بك,Paperback,1109606,331,2012,"romance,fiction"
1375652,7971.0,Cut,Paperback,26250,151,2002,"young-adult,fiction,non-fiction"
1375819,8281.0,"The Queen of the Damned (The Vampire Chronicles, #3)",Paperback,7577,448,1997,"fantasy,paranormal,fiction,history,historical fiction,biography,romance,mystery,thriller,crime"
1375908,7249.0,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",Hardcover,5309857,320,2012,fiction
1377014,2402.0,"Empire of Storms (Throne of Glass, #5)",Hardcover,3433047,693,2016,"fantasy,paranormal,young-adult,romance,fiction"
1377608,27988.0,The Turn of the Screw,Paperback,159,121,1994,"fiction,mystery,thriller,crime,fantasy,paranormal,history,historical fiction,biography"
1378477,19491.0,"Cross My Heart and Hope to Spy (Gallagher Girls, #2)",Hardcover,56224,236,2007,"young-adult,romance,mystery,thriller,crime,fiction,fantasy,paranormal"
1381115,7204.0,Tell No One,Mass Market Paperback,24689,370,2009,"mystery,thriller,crime,fiction,romance"
1381237,17601.0,Kitchen Confidential: Adventures in the Culinary Underbelly,Paperback,1124,312,2007,"non-fiction,history,historical fiction,biography,comics,graphic,fiction"
1382206,7574.0,"The Hidden Oracle (The Trials of Apollo, #1)",Hardcover,15872,376,2016,"young-adult,fantasy,paranormal,children,fiction"
1383088,39068.0,Feeling Good: The New Mood Therapy,Mass Market Paperback,1498,736,2008,non-fiction
1383091,24928.0,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Paperback,"3080,135834",32,1987,"children,fiction,young-adult"
1383475,12710.0,"Fifty Shades Freed (Fifty Shades, #3)",Paperback,4725841,551,2012,"fiction,romance,fantasy,paranormal"
1383525,7511.0,"Unearthly (Unearthly, #1)",Hardcover,3290920,435,2011,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1386973,7332.0,The Sound and the Fury,Paperback,3535,326,1990,"fiction,history,historical fiction,biography"
1388056,13270.0,Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,Paperback,901977,608,1996,"non-fiction,fiction,history,historical fiction,biography,fantasy,paranormal"
1388839,899.0,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",Hardcover,"798,1928",320,2006,"non-fiction,history,historical fiction,biography,fiction"
1389532,461.0,Animal Farm,Paperback,3706,122,2003,"fiction,fantasy,paranormal,young-adult,history,historical fiction,biography"
1390178,16422.0,The Four Agreements: A Practical Guide to Personal Freedom,Hardcover,4402,168,2001,"non-fiction,fiction"
1390217,13552.0,Still Alice,Paperback,978484,292,2007,"fiction,non-fiction"
1390317,7973.0,It's Kind of a Funny Story,Paperback,11672,444,2007,"young-adult,fiction,romance"
1395064,22809.0,"Halo (Halo, #1)",Hardcover,696372,485,2010,"young-adult,fantasy,paranormal,romance,fiction"
1396349,21562.0,Stolen: A Letter to My Captor,Paperback,2903247,304,2009,"young-adult,fiction,romance,mystery,thriller,crime"
1397416,3561.0,The Long Walk,Paperback,"5858,3389",370,1999,"mystery,thriller,crime,fiction,fantasy,paranormal,young-adult"
1397419,17025.0,"I Hope They Serve Beer in Hell (Tucker Max, #1)",Paperback,5856,288,2006,"non-fiction,history,historical fiction,biography,fiction"
1399563,7436.0,Heartless,Hardcover,4684322,453,2016,"fantasy,paranormal,young-adult,romance,fiction"
1402372,6175.0,"Shadowland (The Immortals, #3)",Hardcover,200317,339,2009,"young-adult,fantasy,paranormal,romance,fiction"
1402957,8451.0,I Know This Much Is True,Paperback,3505,897,1999,"fiction,non-fiction,history,historical fiction,biography"
1406892,7200.0,"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",Hardcover,151371,337,2015,"young-adult,romance,fiction"
1407893,156902.0,How I Braved Anu Aunty & Co-Founded A Million Dollar Company,Paperback,5815969,250,2012,"non-fiction,fiction,history,historical fiction,biography,young-adult"
1408303,21927.0,Life,Hardcover,45539,564,2010,"history,historical fiction,biography,non-fiction,comics,graphic"
1409216,14121.0,"Dragons of Spring Dawning (Dragonlance: Chronicles, #3)",Hardcover,"869,868",352,2003,"fantasy,paranormal,fiction,young-adult,romance"
1409250,1536.0,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",Paperback,27100,390,2010,"young-adult,fantasy,paranormal,fiction,children,history,historical fiction,biography"
1411500,1205.0,Snow Flower and the Secret Fan,Paperback,713,269,2006,"fiction,history,historical fiction,biography,romance,young-adult"
1414869,14059.0,"Rich Dad, Poor Dad",Paperback,600,195,2007,"non-fiction,fiction,history,historical fiction,biography"
1419257,7891.0,The Broker,Paperback,721,422,2006,"mystery,thriller,crime,fiction"
1419387,6730.0,"Beautiful Darkness (Caster Chronicles, #2)",Hardcover,"2895706,2895707",503,2010,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1419941,14634.0,The God of Small Things,Hardcover,6134,340,1997,"fiction,history,historical fiction,biography,romance"
1425008,6801.0,"Origin (Lux, #4)",Paperback,4476934,364,2013,"romance,fantasy,paranormal,young-adult,fiction"
1425182,19533.0,"We'll Always Have Summer (Summer, #3)",Hardcover,151371,291,2011,"young-adult,romance,fiction"
1426248,18742.0,Anthem,Paperback,432,105,1999,"fiction,fantasy,paranormal,young-adult,romance"
1426253,898.0,Atlas Shrugged,Paperback,"432,1421",1168,1999,"fiction,fantasy,paranormal,romance,mystery,thriller,crime,non-fiction,history,historical fiction,biography"
1427101,786.0,To Kill a Mockingbird,Paperback,1825,324,2006,"fiction,history,historical fiction,biography,young-adult,mystery,thriller,crime"
1428196,19341.0,"Clockwork Princess (The Infernal Devices, #3)",Paperback,150038,567,2013,"fantasy,paranormal,young-adult,romance,fiction,history,historical fiction,biography,mystery,thriller,crime"
1429636,14870.0,The Pact,Paperback,7128,512,2006,"fiction,romance,mystery,thriller,crime,young-adult"
1430103,14717.0,Let's Explore Diabetes with Owls,Hardcover,2849,275,2013,"non-fiction,fiction,history,historical fiction,biography"
1431607,23465.0,"The Last Straw (Diary of a Wimpy Kid, #3)",Hardcover,221559,218,2009,"fiction,children,comics,graphic,young-adult,fantasy,paranormal"
1432257,162292.0,Binge,Hardcover,8301425,303,2015,"non-fiction,history,historical fiction,biography,young-adult"
1432677,10024.0,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Kindle Edition,4126827,456,2011,"young-adult,fantasy,paranormal,romance,mystery,thriller,crime,fiction"
1433170,17539.0,The Epic of Gilgamesh,Paperback,"5158478,11607",120,2006,"poetry,fiction,history,historical fiction,biography,fantasy,paranormal,non-fiction"
1443264,14955.0,"Fablehaven (Fablehaven, #1)",Hardcover,25052,351,2006,"fantasy,paranormal,young-adult,fiction,children"
1443438,7432.0,Gone with the Wind,Paperback,11081,1037,1999,"fiction,history,historical fiction,biography,romance"
1445078,113469.0,"Divergent Series Complete Box Set (Divergent, #1-3)",Hardcover,4039811,1556,2013,"young-adult,fiction,fantasy,paranormal,romance"
1445932,12951.0,"Leviathan Wakes (The Expanse, #1)",Paperback,4192148,561,2011,"fiction,mystery,thriller,crime,fantasy,paranormal"
