,book_id,title,format,authors,size,publicationYear,genres
1192948,1537.0,"Every Day (Every Day, #1)",Hardcover,11664,322,2012,"young-adult,romance,fantasy,paranormal,fiction"
1193815,7322.0,As You Like It,Paperback,947,263,2011,"fiction,romance,poetry,history,historical fiction,biography"
1195427,17679.0,The Silmarillion,Hardcover,"656983,9533,4938",386,2004,"fiction,fantasy,paranormal,history,historical fiction,biography,young-adult"
1195614,1366.0,Everything I Never Told You,Hardcover,164692,304,2014,"fiction,young-adult,mystery,thriller,crime"
1196823,40978.0,Seven Days in the Art World,Paperback,176959,320,2009,"non-fiction,history,historical fiction,biography,fiction"
1198270,19087.0,The English Patient,Hardcover,4030,320,2006,"fiction,history,historical fiction,biography,romance"
1201013,14611.0,Why Not Me?,Hardcover,194416,228,2015,"non-fiction,history,historical fiction,biography,comics,graphic"
1201851,14980.0,"The Ruins of Gorlan (Ranger's Apprentice, #1)",Paperback,34049,249,2006,"fiction,children,young-adult,fantasy,paranormal,history,historical fiction,biography"
1202161,7685.0,Cutting for Stone,Hardcover,93353,541,2009,"fiction,history,historical fiction,biography,non-fiction"
1206252,383.0,"Fall of Giants (The Century Trilogy, #1)",Hardcover,3447,985,2010,"fiction,history,historical fiction,biography,fantasy,paranormal,romance"
1206269,6540.0,"Feast of Fools (The Morganville Vampires, #4)",Paperback,15292,242,2008,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1206619,39204.0,"The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)",Paperback,61939,144,2011,"fantasy,paranormal,young-adult,romance,non-fiction,fiction"
1207584,76989.0,It Chooses You,Hardcover,"65678,5418509",218,2011,"non-fiction,fiction,history,historical fiction,biography,comics,graphic"
1209401,13441.0,The Burgess Boys,Hardcover,97313,320,2013,"fiction,mystery,thriller,crime"
1209911,35440.0,"The Merchant of Death (Pendragon, #1)",Paperback,74046,375,2002,"young-adult,fantasy,paranormal,fiction,children,mystery,thriller,crime"
1210059,79536.0,"The Man in the Wooden Hat (Old Filth, #2)",Paperback,20838,233,2009,"fiction,history,historical fiction,biography,romance"
1210233,15358.0,Goodnight Moon,Hardcover,"18479,18480",32,2007,"children,fiction,poetry,fantasy,paranormal,young-adult"
1210609,17480.0,Joyland,Paperback,3389,283,2013,"mystery,thriller,crime,fiction,fantasy,paranormal,history,historical fiction,biography,romance,young-adult"
1211428,20517.0,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance",Hardcover,"798,1928",270,2009,"non-fiction,history,historical fiction,biography"
1212852,20429.0,Winter of the World (The Century Trilogy #2),Hardcover,3447,960,2012,"fiction,history,historical fiction,biography,romance,mystery,thriller,crime"
1214811,16111.0,The Moon and More,Hardcover,2987,435,2013,"young-adult,romance,fiction"
1214866,20571.0,Hate List,Hardcover,432859,405,2009,"young-adult,fiction,romance,mystery,thriller,crime"
1215028,1521.0,"Harry Potter and the Cursed Child, Parts 1 & 2 (Harry Potter, #8)",Hardcover,"1077326,5042201,3439408",309,2016,"fantasy,paranormal,fiction,young-adult,children,mystery,thriller,crime"
1215153,19492.0,"The Queen of the Tearling (The Queen of the Tearling, #1)",Hardcover,6953956,448,2014,"fantasy,paranormal,young-adult,fiction,romance,history,historical fiction,biography"
1215184,557.0,"The Man in the Iron Mask (The D'Artagnan Romances, #3.3)",Paperback,"4785,33949,10749",470,2003,"fiction,history,historical fiction,biography,romance,mystery,thriller,crime,young-adult"
1215420,18584.0,Love Letters to the Dead,Hardcover,7154109,336,2014,"young-adult,romance,fiction"
1215805,42142.0,Twilight Director's Notebook : The Story of How We Made the Movie Based on the Novel by Stephenie Meyer,Hardcover,32168,163,2009,"non-fiction,young-adult,fantasy,paranormal,romance,fiction"
1217747,6415.0,"Gabriel's Rapture (Gabriel's Inferno, #2)",ebook,4562483,386,2012,"romance,fiction"
1220923,13108.0,"Gardens of the Moon (The Malazan Book of the Fallen, #1)",Mass Market Paperback,31232,666,2005,"fantasy,paranormal,fiction"
1221531,1077.0,Interpreter of Maladies,Paperback,3670,198,2000,fiction
1222414,27902.0,Memories of Midnight,Paperback,9068,404,1991,"fiction,mystery,thriller,crime,romance,young-adult"
1223094,21452.0,"The Golem and the Jinni (The Golem and the Jinni, #1)",Hardcover,6466778,486,2013,"fantasy,paranormal,fiction,history,historical fiction,biography,romance,young-adult,mystery,thriller,crime"
1223457,19095.0,Revolutionary Road,Paperback,27069,355,2001,"fiction,history,historical fiction,biography,romance"
1224825,6186.0,"Darkfever (Fever, #1)",Hardcover,48206,309,2006,"fantasy,paranormal,romance,fiction,mystery,thriller,crime,young-adult"
1225134,8447.0,High Fidelity,Kindle Edition,2929,340,2005,"fiction,romance"
1227333,7940.0,Team of Rivals: The Political Genius of Abraham Lincoln,Paperback,"1476,315737",916,2006,"history,historical fiction,biography,non-fiction,comics,graphic,fiction"
1228899,3314.0,The Shadowhunter's Codex,Hardcover,"150038,2507198",274,2013,"fantasy,paranormal,young-adult,fiction,romance,non-fiction"
1228915,1434.0,"The Secret (The Secret, #1)",Hardcover,29655,199,2016,"non-fiction,fiction"
1229461,1423.0,A Tree Grows in Brooklyn,Paperback,2327917,496,2006,"fiction,history,historical fiction,biography,young-adult,children"
1230916,15355.0,How the Grinch Stole Christmas!,Hardcover,61105,64,2004,"children,fiction,fantasy,paranormal,poetry,young-adult"
1233364,6185.0,"Bloodfever (Fever, #2)",Hardcover,48206,303,2007,"fantasy,paranormal,romance,fiction,mystery,thriller,crime,young-adult"
1233541,7464.0,"Crown of Midnight (Throne of Glass, #2)",Hardcover,3433047,418,2013,"fantasy,paranormal,romance,young-adult,fiction,mystery,thriller,crime"
1234592,572.0,"The Strain (The Strain Trilogy, #1)",Hardcover,"167605,202311",403,2009,"fantasy,paranormal,fiction,mystery,thriller,crime"
1235824,25516.0,Ham on Rye,Paperback,13275,288,2014,"fiction,poetry,history,historical fiction,biography,non-fiction,young-adult,comics,graphic"
1235986,20979.0,Sex and the City,Paperback,4415,304,2006,"fiction,romance,non-fiction"
1239205,20900.0,"By the Time You Read This, I'll Be Dead",Hardcover,"52989,371888",200,2010,"young-adult,fiction,romance"
1239742,13008.0,Alice's Adventures in Wonderland & Through the Looking-Glass,Mass Market Paperback,"8164,180439,7105",239,2000,"fantasy,paranormal,fiction,children,young-adult,poetry"
1239748,21112.0,Alice's Adventures in Wonderland: A Pop-Up Adaptation,Novelty Book,"14765007,8164",12,2003,"fantasy,paranormal,children,fiction,comics,graphic,young-adult"
1241351,35697.0,"At First Sight (Jeremy Marsh & Lexie Darnell, #2)",Paperback,2345,204,2006,"romance,fiction,mystery,thriller,crime,young-adult"
1241352,22415.0,The Guardian,Paperback,2345,400,2005,"romance,fiction,mystery,thriller,crime,young-adult"
1241353,14847.0,Nights in Rodanthe,Paperback,2345,222,2004,"romance,fiction,young-adult"
1241724,26362.0,"Code Name Verity (Code Name Verity, #1)",Paperback,52320,452,2012,"fiction,history,historical fiction,biography,young-adult,mystery,thriller,crime"
1241892,20413.0,The Emperor of All Maladies: A Biography of Cancer,Hardcover,3032451,571,2010,"non-fiction,history,historical fiction,biography,fiction"
1243983,1514.0,Truly Madly Guilty,Hardcover,322069,415,2016,"fiction,mystery,thriller,crime,romance"
1244500,23607.0,"Love, Rosie",Paperback,7116,512,2006,"romance,fiction,young-adult"
1244880,6205.0,"The Infinite Sea (The 5th Wave, #2)",Kindle Edition,3377941,320,2014,"young-adult,fiction,romance,fantasy,paranormal,mystery,thriller,crime"
1246430,13098.0,East of Eden,Paperback,585,601,2002,"fiction,history,historical fiction,biography"
1246431,1188.0,"American Gods (American Gods, #1)",Paperback,1221698,635,2005,"fantasy,paranormal,fiction,mystery,thriller,crime"
1247043,67893.0,"Sherlock Holmes: The Complete Novels and Stories, Volume I",Mass Market Paperback,2448,1059,1986,"mystery,thriller,crime,fiction,history,historical fiction,biography"
1247048,29278.0,"The Complete Sherlock Holmes, Vol 2",Hardcover,"2448,3127605",709,2004,"mystery,thriller,crime,fiction,history,historical fiction,biography"
1250160,35687.0,"Seraphina (Seraphina, #1)",Hardcover,357601,499,2013,"fantasy,paranormal,young-adult,romance,fiction,mystery,thriller,crime,history,historical fiction,biography"
1251214,40240.0,Humans of New York: Stories,Hardcover,6906496,428,2015,"non-fiction,history,historical fiction,biography,young-adult"
1253677,14504.0,"The Magician King (The Magicians, #2)",Paperback,142270,400,2011,"fantasy,paranormal,fiction,young-adult"
1254102,7197.0,The Circle,Hardcover,3371,493,2013,"fiction,mystery,thriller,crime,fantasy,paranormal"
1256674,14869.0,House Rules,Hardcover,7128,532,2010,"mystery,thriller,crime,fiction,young-adult"
1258438,42141.0,"New Moon: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #2)",Paperback,61939,144,2009,"non-fiction,young-adult,fantasy,paranormal,romance,fiction"
1259139,19537.0,Where Things Come Back,Hardcover,4113638,228,2011,"young-adult,fiction,mystery,thriller,crime"
1259318,17563.0,The Pilgrimage,Paperback,"566,488758",226,1997,"fiction,non-fiction,history,historical fiction,biography,fantasy,paranormal,romance"
1261504,63.0,"Left Behind (Left Behind, #1)",Mass Market Paperback,"7625163,15412",342,2000,"fiction,fantasy,paranormal,mystery,thriller,crime,young-adult"
1264666,14707.0,Midnight's Children,Paperback,3299,647,1995,"fiction,history,historical fiction,biography,fantasy,paranormal"
1265444,21657.0,Stuart Little,Paperback,"988142,30916",131,2005,"children,fiction,fantasy,paranormal,young-adult"
1265522,614.0,The Wind-Up Bird Chronicle,Paperback,"3354,7306",607,1997,"fiction,fantasy,paranormal,mystery,thriller,crime,history,historical fiction,biography"
1270941,12844.0,"A Grimm Warning (The Land of Stories, #3)",Hardcover,"4919495,2086916",448,2014,"fantasy,paranormal,children,young-adult,fiction,romance"
1273679,19692.0,Crazy Rich Asians (Crazy Rich Asians #1),Hardcover,634694,416,2013,"fiction,romance"
1275003,23801.0,Uprooted,Hardcover,8730,435,2015,"fantasy,paranormal,young-adult,fiction,romance,history,historical fiction,biography"
1278595,1358.0,Stiff: The Curious Lives of Human Cadavers,Paperback,7956,320,2004,"non-fiction,history,historical fiction,biography,fiction"
1280004,29063.0,"Girl Online (Girl Online, #1)",Hardcover,"8316649,581557",352,2014,"young-adult,romance,fiction"
1280838,50203.0,Bloodline,Hardcover,9068,409,1994,"fiction,mystery,thriller,crime,romance,young-adult"
1280894,17327.0,The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5),Hardcover,"108424,4173628",159,2014,"fantasy,paranormal,fiction,young-adult"
1283143,77425.0,Le Petit Nicolas,Mass Market Paperback,"1041311,42102",167,1988,"children,fiction,young-adult,comics,graphic"
1284436,20824.0,Steppenwolf,Paperback,"1113469,1292893,2858990",256,1999,"fiction,fantasy,paranormal"
1285043,524.0,"The Girl with the Dragon Tattoo (Millennium, #1)",Hardcover,"706255,2565625",465,2008,"fiction,mystery,thriller,crime"
1285157,83435.0,Trainspotting,Paperback,5687,430,1994,"fiction,mystery,thriller,crime"
1285766,21868.0,After,Hardcover,318661,350,2009,"young-adult,fiction,mystery,thriller,crime,romance"
1286690,18926.0,"Anybody Out There? (Walsh Family, #4)",Paperback,6104,464,2007,"fiction,romance"
1287403,12981.0,A Clockwork Orange,Paperback,5735,212,1995,"fiction,fantasy,paranormal,mystery,thriller,crime,young-adult"
1288772,17390.0,"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",Paperback,819789,256,2001,"fiction,young-adult"
1288777,17240.0,Franny and Zooey,Paperback,819789,201,2001,"fiction,young-adult"
1289501,22098.0,Bossypants,Hardcover,4385839,277,2011,"non-fiction,history,historical fiction,biography,comics,graphic,fiction"
1289821,13544.0,The Bridges of Madison County,Mass Market Paperback,28024,224,1995,"fiction,romance,history,historical fiction,biography,non-fiction"
1290382,634.0,"Watership Down (Watership Down, #1)",Mass Market Paperback,7717,478,1975,"fiction,fantasy,paranormal,young-adult,children"
1290966,6458.0,"Firelight (Firelight, #1)",Hardcover,89439,323,2010,"fantasy,paranormal,young-adult,romance,fiction"
1292147,6172.0,"Night Star (The Immortals, #5)",Hardcover,200317,302,2010,"fantasy,paranormal,romance,young-adult,fiction"
1293293,1070.0,The Art of Racing in the Rain,Hardcover,194531,321,2008,"fiction,non-fiction,fantasy,paranormal,young-adult"
1293571,17594.0,Timeline,Mass Market Paperback,5194,489,2000,"fiction,mystery,thriller,crime,history,historical fiction,biography,fantasy,paranormal"
1295413,704.0,"The Subtle Knife (His Dark Materials, #2)",Hardcover,3618,326,1997,"young-adult,fiction,children,fantasy,paranormal"
1295821,749.0,"Clear and Present Danger (Jack Ryan Universe, #6)",Mass Market Paperback,3892,688,1994,"fiction,mystery,thriller,crime,history,historical fiction,biography"
1298884,4748.0,"The Demon King (Seven Realms, #1)",Hardcover,125308,506,2009,"fantasy,paranormal,young-adult,romance,fiction,mystery,thriller,crime"
1298921,6191.0,"Monsters of Men (Chaos Walking, #3)",Hardcover,370361,603,2010,"young-adult,fiction,fantasy,paranormal,romance,mystery,thriller,crime"
1299416,7337.0,Northanger Abbey,Paperback,"1265,4449011",251,2005,"fiction,romance,history,historical fiction,biography,mystery,thriller,crime"
1300778,7349.0,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Paperback,16218,444,2004,"fiction,history,historical fiction,biography,fantasy,paranormal"
1302150,6541.0,"Glass Houses (The Morganville Vampires, #1)",Paperback,15292,239,2006,"fantasy,paranormal,romance,fiction,young-adult,mystery,thriller,crime"
1302277,1052.0,Twenties Girl,Hardcover,6160,435,2009,"romance,fiction,fantasy,paranormal,mystery,thriller,crime,young-adult"
1303286,96299.0,The Count of Monte Cristo,Paperback,"4785,37449",1462,2002,"fiction,history,historical fiction,biography,romance,mystery,thriller,crime,fantasy,paranormal"
1305125,32624.0,Dress Your Family in Corduroy and Denim,Paperback,2849,272,2004,"non-fiction,fiction,history,historical fiction,biography,comics,graphic"
1305989,300744.0,Chatterton,Paperback,16881,234,1993,"fiction,history,historical fiction,biography,mystery,thriller,crime,poetry,non-fiction"
1306892,768.0,Fight Club,Paperback,2546,218,2005,"fiction,mystery,thriller,crime,fantasy,paranormal"
1309005,7507.0,"Boundless (Unearthly, #3)",Hardcover,3290920,448,2013,"young-adult,fantasy,paranormal,romance,fiction"
1309007,14481.0,"Death Note, Vol. 1: Boredom (Death Note, #1)",Paperback,"5502079,15577045",195,2005,"comics,graphic,fiction,mystery,thriller,crime,fantasy,paranormal,young-adult"
1309374,785.0,Sphere,Paperback,5194,371,1997,"fiction,mystery,thriller,crime,fantasy,paranormal"
1310480,1125.0,"Angela's Ashes (Frank McCourt, #1)",Paperback,3347,432,2005,"non-fiction,history,historical fiction,biography,fiction,comics,graphic"
1311311,13695.0,"The Pillars of Creation (Sword of Truth, #7)",Mass Market Paperback,3441,725,2002,"fantasy,paranormal,romance,fiction,history,historical fiction,biography"
1311648,2127.0,Reconstructing Amelia,Hardcover,6452053,382,2013,"mystery,thriller,crime,fiction,young-adult"
1314374,1566.0,Wonder,Paperback,"4859212,88934",410,2013,"young-adult,fiction,children"
1315842,18294.0,The Time Keeper,Hardcover,2331,224,2012,"fiction,fantasy,paranormal,young-adult,history,historical fiction,biography"
1318205,7320.0,The Canterbury Tales,Paperback,"1838,267866",504,2003,"poetry,fiction,history,historical fiction,biography,fantasy,paranormal"
1319668,2577.0,"The Winner's Curse (The Winner's Trilogy, #1)",ebook,1238111,355,2014,"fantasy,paranormal,young-adult,romance,fiction,history,historical fiction,biography"
1320969,4468.0,"Rebel Angels (Gemma Doyle, #2)",Paperback,2526,548,2006,"fantasy,paranormal,young-adult,fiction,history,historical fiction,biography,romance,mystery,thriller,crime"
1320971,6548.0,"Awake at Dawn (Shadow Falls, #2)",Paperback,4154802,383,2011,"fantasy,paranormal,romance,young-adult,fiction,mystery,thriller,crime"
1321205,19476.0,"This Is What Happy Looks Like (This is What Happy Looks Like, #1)",Hardcover,805184,404,2013,"young-adult,romance,fiction"
1323007,30064.0,More Than This,Paperback,370361,480,2014,"young-adult,fiction,fantasy,paranormal,mystery,thriller,crime"
1325724,8801.0,The Good Girl,Hardcover,7392948,352,2014,"mystery,thriller,crime,fiction,romance"
1326835,12948.0,"The Red Pyramid (Kane Chronicles, #1)",Hardcover,15872,516,2010,"fantasy,paranormal,young-adult,fiction,children,mystery,thriller,crime,romance,history,historical fiction,biography"
1329943,23815.0,"The Raven Boys (The Raven Cycle, #1)",Hardcover,1330292,409,2012,"fantasy,paranormal,young-adult,romance,fiction,mystery,thriller,crime"
1330116,7001.0,"Blood Red Road (Dust Lands, #1)",Hardcover,4487674,459,2011,"young-adult,fantasy,paranormal,romance,fiction"
1330974,19443.0,"The Hammer of Thor (Magnus Chase and the Gods of Asgard, #2)",Hardcover,15872,471,2016,"fantasy,paranormal,young-adult,fiction,children"
1331956,861.0,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Paperback,1429989,391,1997,"history,historical fiction,biography,non-fiction,comics,graphic,fiction"
1333328,6868.0,"Hex Hall (Hex Hall, #1)",Hardcover,2261547,323,2010,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1341081,12933.0,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",Paperback,696805,240,2006,"fiction,fantasy,paranormal,children,young-adult,history,historical fiction,biography"
1342953,7333.0,Dune (Dune Chronicles #1),Paperback,58,604,2006,"fiction,fantasy,paranormal"
1344469,14486.0,"Black Butler, Vol. 1 (Black Butler, #1)",Paperback,"2988406,1411091",192,2010,"fantasy,paranormal,comics,graphic,young-adult,fiction,history,historical fiction,biography,mystery,thriller,crime"
1345420,19557.0,"The Lost Hero (The Heroes of Olympus, #1)",Paperback,15872,557,2010,"fantasy,paranormal,young-adult,fiction,children,mystery,thriller,crime,romance"
1345916,19139.0,"Harry, a History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon",Paperback,"1336408,1077326",356,2008,"non-fiction,fantasy,paranormal,history,historical fiction,biography,young-adult,fiction"
1346705,6728.0,"Beautiful Chaos (Caster Chronicles, #3)",Hardcover,"2895706,2895707,4150084",516,2011,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1348139,46325.0,"Peter and the Starcatchers (Peter and the Starcatchers, #1)",Paperback,"6245,6244,337207",452,2006,"fantasy,paranormal,young-adult,fiction,children,history,historical fiction,biography,mystery,thriller,crime"
1349692,6973.0,"The Angel Experiment (Maximum Ride, #1)",Mass Market Paperback,3780,413,2006,"young-adult,fantasy,paranormal,fiction,mystery,thriller,crime,romance,children"
1349883,64000.0,"The Twilight Saga Complete Collection  (Twilight, #1-4, 3.5)",Hardcover,941441,2752,2010,"fantasy,paranormal,romance,young-adult,fiction,mystery,thriller,crime"
1350144,7329.0,I Capture the Castle,Hardcover,6208,343,1998,"fiction,young-adult,history,historical fiction,biography,romance,children"
1350354,16879.0,Battle Royale,Paperback,"32595,8486",617,2003,"fiction,young-adult,mystery,thriller,crime,fantasy,paranormal,romance"
1351532,16043.0,My Life Next Door,Hardcover,4660036,394,2012,"young-adult,romance,fiction"
1352484,7910.0,The Chamber,Paperback,721,544,2005,"fiction,mystery,thriller,crime"
1352488,7893.0,The Street Lawyer,Paperback,721,384,2005,"fiction,mystery,thriller,crime"
1352489,7894.0,The Partner,Paperback,721,416,2005,"fiction,mystery,thriller,crime"
1352493,7899.0,The Client,Paperback,721,483,2010,"fiction,mystery,thriller,crime"
1352494,834.0,"The Firm (Penguin Readers, Level 5)",Paperback,"608211,721",75,2000,"mystery,thriller,crime,fiction"
1353890,6917.0,"Clockwork Prince (The Infernal Devices, #2)",Hardcover,150038,502,2011,"fantasy,paranormal,young-adult,romance,fiction,history,historical fiction,biography,mystery,thriller,crime"
1355190,7955.0,Simon vs. the Homo Sapiens Agenda,Hardcover,7579036,320,2015,"young-adult,romance,fiction"
1356664,35146.0,2 States: The Story of My Marriage,Paperback,61124,269,2009,"romance,fiction,young-adult,non-fiction"
1357830,236.0,"The Silkworm (Cormoran Strike, #2)",Hardcover,"383606,1077326",455,2014,"mystery,thriller,crime,fiction"
1359386,14540.0,"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between",Hardcover,1906497,209,2016,"non-fiction,history,historical fiction,biography"
1359511,7135.0,Fahrenheit 451,Paperback,1630,174,2006,"fiction,fantasy,paranormal,young-adult"
1360001,6838.0,"Incarceron (Incarceron, #1)",Paperback,190887,458,2007,"fantasy,paranormal,young-adult,fiction,mystery,thriller,crime,romance"
1360279,26638.0,"Happily Ever After (The Selection, #0.4, 0.5, 2.5, 2.6)",ebook,2987125,416,2015,"young-adult,romance,fantasy,paranormal,fiction"
1360335,12487.0,"Losing It (Losing It, #1)",ebook,6535659,189,2012,"romance,fiction,young-adult"
1361376,27908.0,"If Tomorrow Comes (Tracy Whitney Series, #1)",Hardcover,9068,501,1985,"fiction,mystery,thriller,crime,romance,young-adult"
1361858,14722.0,Summer Sisters,Paperback,12942,416,2006,"fiction,young-adult,romance"
1363071,6866.0,"Spell Bound (Hex Hall, #3)",Hardcover,2261547,327,2012,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1363480,906.0,The Time Machine,Paperback,"880695,16024,4417406",118,2002,"fiction,fantasy,paranormal,history,historical fiction,biography,young-adult"
1363694,7493.0,"Allegiant (Divergent, #3)",Paperback,4039811,526,2013,"young-adult,fiction,fantasy,paranormal,romance"
1364920,6685.0,"The Prince (The Selection, #0.5)",ebook,2987125,64,2013,"young-adult,romance,fantasy,paranormal,fiction"
1364989,14846.0,Safe Haven,Hardcover,2345,340,2010,"romance,fiction,young-adult,mystery,thriller,crime"
1365057,7944.0,Dreams from My Father: A Story of Race and Inheritance,Paperback,6356,453,2004,"history,historical fiction,biography,non-fiction,comics,graphic"
1366239,31966.0,The 48 Laws of Power,Paperback,"865,12331",496,2000,"non-fiction,history,historical fiction,biography"
1366749,999.0,The Handmaid's Tale,Paperback,3472,331,1998,"fiction,fantasy,paranormal,history,historical fiction,biography"
1366907,7110.0,Gulliver's Travels,Paperback,"1831,320473",306,2003,"fiction,fantasy,paranormal,children,young-adult,history,historical fiction,biography"
1368001,1543.0,Go Set a Watchman,Hardcover,1825,278,2015,"fiction,history,historical fiction,biography"
1370504,19903.0,"Twilight: The Graphic Novel, Vol. 2  (Twilight: The Graphic Novel, #2)",Hardcover,"941441,4379470",240,2011,"comics,graphic,young-adult,fantasy,paranormal,romance,fiction"
1370779,29272.0,The Trumpet of the Swan,Paperback,"988142,284545",272,2000,"children,young-adult,fantasy,paranormal,fiction"
1370781,16298.0,Ella Enchanted,Paperback,13677,232,1998,"fantasy,paranormal,young-adult,fiction,romance,children,history,historical fiction,biography"
1371086,7991.0,Mere Christianity,Paperback,1069006,191,1996,"non-fiction,fiction"
1371103,25755.0,Sideways Stories from Wayside School (Wayside School #1),Paperback,"6569,679787",144,2004,"children,fiction,young-adult"
1375652,7971.0,Cut,Paperback,26250,151,2002,"young-adult,fiction,non-fiction"
1375819,8281.0,"The Queen of the Damned (The Vampire Chronicles, #3)",Paperback,7577,448,1997,"fantasy,paranormal,fiction,history,historical fiction,biography,romance,mystery,thriller,crime"
1375908,7249.0,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",Hardcover,5309857,320,2012,fiction
1377014,2402.0,"Empire of Storms (Throne of Glass, #5)",Hardcover,3433047,693,2016,"fantasy,paranormal,young-adult,romance,fiction"
1378477,19491.0,"Cross My Heart and Hope to Spy (Gallagher Girls, #2)",Hardcover,56224,236,2007,"young-adult,romance,mystery,thriller,crime,fiction,fantasy,paranormal"
1381115,7204.0,Tell No One,Mass Market Paperback,24689,370,2009,"mystery,thriller,crime,fiction,romance"
1381164,6818.0,"The Iron Knight (The Iron Fey, #4)",Paperback,2995873,400,2011,"fantasy,paranormal,young-adult,romance,fiction"
1381237,17601.0,Kitchen Confidential: Adventures in the Culinary Underbelly,Paperback,1124,312,2007,"non-fiction,history,historical fiction,biography,comics,graphic,fiction"
1382206,7574.0,"The Hidden Oracle (The Trials of Apollo, #1)",Hardcover,15872,376,2016,"young-adult,fantasy,paranormal,children,fiction"
1383091,24928.0,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Paperback,"3080,135834",32,1987,"children,fiction,young-adult"
1383475,12710.0,"Fifty Shades Freed (Fifty Shades, #3)",Paperback,4725841,551,2012,"fiction,romance,fantasy,paranormal"
1383525,7511.0,"Unearthly (Unearthly, #1)",Hardcover,3290920,435,2011,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1385276,7019.0,"Alice in Zombieland (White Rabbit Chronicles, #1)",Hardcover,48192,404,2012,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1386973,7332.0,The Sound and the Fury,Paperback,3535,326,1990,"fiction,history,historical fiction,biography"
1388056,13270.0,Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,Paperback,901977,608,1996,"non-fiction,fiction,history,historical fiction,biography,fantasy,paranormal"
1388302,23746.0,"United We Spy (Gallagher Girls, #6)",Hardcover,56224,296,2013,"young-adult,mystery,thriller,crime,romance,fiction,fantasy,paranormal"
1388839,899.0,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",Hardcover,"798,1928",320,2006,"non-fiction,history,historical fiction,biography,fiction"
1389532,461.0,Animal Farm,Paperback,3706,122,2003,"fiction,fantasy,paranormal,young-adult,history,historical fiction,biography"
1390178,16422.0,The Four Agreements: A Practical Guide to Personal Freedom,Hardcover,4402,168,2001,"non-fiction,fiction"
1390217,13552.0,Still Alice,Paperback,978484,292,2007,"fiction,non-fiction"
1390317,7973.0,It's Kind of a Funny Story,Paperback,11672,444,2007,"young-adult,fiction,romance"
1393430,110776.0,"City of Bones / City of Ashes / City of Glass / City of Fallen Angels / City of Lost Souls (The Mortal Instruments, #1-5)",Hardcover,150038,2496,2012,"fantasy,paranormal,young-adult,romance,fiction"
1393820,19548.0,"Ascend (Trylle, #3)",Paperback,3486415,326,2012,"fantasy,paranormal,young-adult,romance,fiction"
1395064,22809.0,"Halo (Halo, #1)",Hardcover,696372,485,2010,"young-adult,fantasy,paranormal,romance,fiction"
1396349,21562.0,Stolen: A Letter to My Captor,Paperback,2903247,304,2009,"young-adult,fiction,romance,mystery,thriller,crime"
1397416,3561.0,The Long Walk,Paperback,"5858,3389",370,1999,"mystery,thriller,crime,fiction,fantasy,paranormal,young-adult"
1397419,17025.0,"I Hope They Serve Beer in Hell (Tucker Max, #1)",Paperback,5856,288,2006,"non-fiction,history,historical fiction,biography,fiction"
1399563,7436.0,Heartless,Hardcover,4684322,453,2016,"fantasy,paranormal,young-adult,romance,fiction"
1402372,6175.0,"Shadowland (The Immortals, #3)",Hardcover,200317,339,2009,"young-adult,fantasy,paranormal,romance,fiction"
1402957,8451.0,I Know This Much Is True,Paperback,3505,897,1999,"fiction,non-fiction,history,historical fiction,biography"
1403513,6791.0,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Hardcover,4126827,452,2011,"young-adult,fantasy,paranormal,romance,mystery,thriller,crime,fiction"
1406892,7200.0,"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",Hardcover,151371,337,2015,"young-adult,romance,fiction"
1408303,21927.0,Life,Hardcover,45539,564,2010,"history,historical fiction,biography,non-fiction,comics,graphic"
1409250,1536.0,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",Paperback,27100,390,2010,"young-adult,fantasy,paranormal,fiction,children,history,historical fiction,biography"
1411500,1205.0,Snow Flower and the Secret Fan,Paperback,713,269,2006,"fiction,history,historical fiction,biography,romance,young-adult"
